hash,from,to,value,gas_price
583613c700320f1f48c78e8a2388ed75b5bdf4c851c4ed33fbaecd1bc3f36c14,0x45d8a8648C0e9b52ABca1109Fd881e52D40A6D0C,0x5Dc123c6100dbe5bB07dc366fBf01f63cFA8eA2e,0.012,10.329208027
ef864e9c04624951ed32e27603b44462e470fca022d201c8a22f1eff7fc5bf7d,0x2703983059c7b60515B4faB6fB8b301F7781f5C6,0xE985106251170Cf9895165d02D0806f00A4cb582,0.000680149143443744,14.912843082
6299b641794a61ac8a8307f0276cd422be4398c7d02aa8f08d2f51c2e528b369,0x418AA6Bf98a2b2BC93779f810330d88cDe488888,0x000000000000c9B3E2C3Ec88B1B4c0cD853f4321,0.0,10.443353321
5e4b6b0bf565da02ee5470e938afe644400f8bcd446e8d29c098765905ff8b00,0xa21658E236ac33C0A23393bF889536f031F1e1AD,0x888888888889758F76e7103c6CbF23ABbF58F946,0.0,10.3
694e075682ca228326d8c5ac365fd5dc9a99313df14cc1db7e57db23b5f45797,0x28f2E7888bbff2f49e9842E1c6b37fEdAFf7364c,0x33f3DB9A3E242FFc7670b50Da14e074749c9fc03,0.03377404,14.0
f719e3baab93b529537a7357136faee1e5e9afaa44858cbbab0fb1a1fee27092,0x1B0C638616Ed79dB430Edbf549ad9512FF4a8ed1,0x849D52316331967b6fF1198e5E32A0eB168D039d,0.0,9.47170799
ad4258f62c4242d88c93788ecc1279eea06138c9101c6c6b030d55c70db9cb98,0x78BEC3AdC8FCCB295A15710D9fE42CAf5e0d8B25,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0.0,10.791553321
ff267ba33679a070795fe15f8f302be62fd37d80f0f34ec8399010ebfb337201,0x1B64F990266261F36C56b66C5AeE025EA1f35cBe,0x8e0EeF788350f40255D86DFE8D91ec0AD3a4547F,0.0,10.664220412
f81cfa6d14fb22743f3bc63bd3b84eb48cd9d2034cffef45413369a095c4b1f6,0x1B64F990266261F36C56b66C5AeE025EA1f35cBe,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0.0,10.664220412
9a5e166f3c27ef808184c8ec31b8a48ab77d4c24db14dbc8d69e118040765f02,0xA1280Ba719747C88EAb200F6d9b5f34b95c64ea8,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,10.561553321
af6edbecf1b0a12f08452707b4cca1694ffb2930744ecde4051a5bcb5db5dad3,0xEf2B71a3e4B285c1071A1152a1aa1563c45C4E61,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,10.561553321
e35b92a232fde14302a0c83d64a97fe3511a719d4052f4652d3c14c26519416f,0x9642b23Ed1E01Df1092B92641051881a322F5D4E,0xC2F57480f1C014298f272BAAcAbdd958F799608d,0.0178,12.912670347
1f4b7e5b191137b3440b0ed5027e4a865f3469e92b9905e91217ac28506800eb,0x9642b23Ed1E01Df1092B92641051881a322F5D4E,0x138f4a66f147842B0486Fb56df6174B665B21965,0.0496,12.912670347
21430668310e9cd099d98f234278ca14c7d5f15fba0e3b607cc649d9796e35c0,0x9642b23Ed1E01Df1092B92641051881a322F5D4E,0x219D05A4B25eE3d743947E5B8a6F289354A713B1,0.0106,12.912670347
453b035d912b90d10df4a403bb266a309cb54b9fb0c26bb84b8c589110eb6020,0x9642b23Ed1E01Df1092B92641051881a322F5D4E,0x4D83B45AF3be1104877c80eD0f30a06f0FAc7D64,1.10356562,12.912670347
0ab57d4d86ae8ac95f1f3e3c5bbd87c4dbd58981a93b61aea56649960d9c689e,0x807919A653bD76b82588C2894F96750a12bf9D1D,0x525574C899A7c877a11865339e57376092168258,0.0,10.443353321
00b57f7902bbbfc2e5b3753bc03e31811c6df16e8fc58001bd6282d894bfa84f,0x7eDB2b3659424a6c5bE2B384340f09A0F6363240,0x1fB50495005ab3cCaF22c5049072D4af5de4a1e7,0.0,10.443353321
bc030d013a4c1f139bc01efc841c1e3dadfcd0f0905bb4c6be6b7ca52c23a973,0x5381AF1DDEb751Cd297Ae1f87B4483E235B2bCa4,0x306b1ea3ecdf94aB739F1910bbda052Ed4A9f949,0.0,10.443353321
4a2d4da222ed70ad6223ddae95f00f28e9cdee42c7e6620d563b14bce1af4ba0,0x3BE89c9Bd51E13989766895FF845c08603D421D1,0x3335733c454805df6a77f825f266e136FB4a3333,0.0,9.126511676
243030a352b9a1546e4d3d250337b4bd5bd2615fe2e30d60de9a31c032979930,0x8DFAA42622eB8A6C57D70fCA3a6ff8A550799953,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,10.561553321
5acc6252e4913968378a423c1e5e5487dd29653da9b9ac75220af9e55335fcff,0x397Be73c6160E5E66408924dA4aD32eA5e9ea9db,0xBc8213aF11C3Cc25C4d8390A6d9c070659C31b8c,0.000353222028804681,12.0
6d721117287aa4db50c02148f2fe1e51e8aa6f0042ef1e9d2554060b13afd0f6,0x247e2230A9610892EcFB6A2b10700297585BFE29,0xaea46A60368A7bD060eec7DF8CBa43b7EF41Ad85,0.0,10.561553321
43c0bd60a43f5abec4ae0dec56eca714b3a18f0777ea1dce53a68e6151d9de1c,0xF5A5d199bc452D3892b60B989940aB443cd987Ac,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0.0,9.561553321
d3977b3f4a46c343d0b1a71f8f882cb693a940eda3649c1ae494a464544977b3,0x6C35aAaa3946D0055cDdF019d06eCBDa5B860766,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,10.501553321
a9e0be827f4b88c80a8ca3d3c8d0e8f2ad0661967c9a38daf32672e24bfda38a,0x4Fca851027B52DDCc7BBfaD327a31287a00026E7,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0.0,9.47170799
229f6ad913cb1e16442a2b5a4633858cfa9a86b220a2814e3105bd9390249334,0x83e954f10A892025BA5009a83d15248aB393CF6a,0x6F972b70756B1BF567A8631cf1a925ad8159e445,0.00445967,10.737882642
415e7120ca6fa3ba27273382b730502dd929bb12da25449816d21a023d0e2ee9,0xf89d7b9c864f589bbF53a82105107622B35EaA40,0x3d1C2C4a7a9f3b53eF3aF8701a9a3EeCdEAeC57f,0.04236313,10.561553321
188a2d29390b2ffbeab0d2692dcfd4aec88d6a4ffda8c1bf71f605ad30a60a38,0xf89d7b9c864f589bbF53a82105107622B35EaA40,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0.0,10.561553321
9f0d72a47e15df3325c9ed41f72f867b1eb46ff8ef2f718b38ca5dd9889e91ec,0xf89d7b9c864f589bbF53a82105107622B35EaA40,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0.0,10.561553321
3730e608cfaa458b1c594ca101bc25fb303ce9f4464536310d43581d689d2af3,0x267be1C1D684F78cb4F6a176C4911b741E4Ffdc0,0x9770B6Ca7555B933aBd1Ac3eDFa4941ccc3CE85c,0.3037694943,10.561553321
7b8add33a8a7ded2983b5b37bb3d3524545b1057164ee0c04f32c38f9e25cd88,0x267be1C1D684F78cb4F6a176C4911b741E4Ffdc0,0x94dBF04E273d87e6D9Bed68c616F43Bf86560C74,94.61133992680001,10.561553321
42aecef2b63c0e8441a697303f3f230dae8400952a1a61aed4dfbedb9c2c301d,0x267be1C1D684F78cb4F6a176C4911b741E4Ffdc0,0x068f4497E3cf4F503024F9bCCab2408A1DfDe52D,0.09429,10.561553321
aab0c84eb17bd7b9dbb6535026dd8ec6ac66e0604035dd0f51215736b5cd22ad,0x267be1C1D684F78cb4F6a176C4911b741E4Ffdc0,0xcF48463FA7779ED9D5CD77Ead49CB5FE52AA2AEb,0.02130786,10.561553321
93b37b46132826557d2a11d8a41954bb8ad6bf21141ac94bbc4621a0f01c9074,0x267be1C1D684F78cb4F6a176C4911b741E4Ffdc0,0xBdc32f01644Fe6b67b5a4E474190bcf2C6A1355a,3.596557,10.561553321
4b80eb07fe6bd6b00c304f78bdfb675f36e1d6cfdd931fe3e73eff8da89b65c7,0xFdAf5407C16d8418044bb7440a76583c52a8ce57,0x9A10Da8Ce77F26231860764a2CaaB36E70584c4b,0.09146320738025901,10.561553321
58860de2800ba3b82fda3fa3624841c43790e78f8e93e893803937286cc44800,0x9A10Da8Ce77F26231860764a2CaaB36E70584c4b,0xd11d377054700FAF887e57d5cC40c0391687D31e,0.000487236139357693,10.561553321
f4d218bd0da30742b4686da47acc176e0c58ca3a8771192b2a43d4afd9f93245,0x9A10Da8Ce77F26231860764a2CaaB36E70584c4b,0xa4FcF6629E45314Ade2Ee6835F28d0A0309ba658,0.08020743,10.561553321
bd1a95a0dfde3e820b561ddf6b1d64d3bde15c64e32356507a4cc3f36f654efe,0x28C6c06298d514Db089934071355E5743bf21d60,0x1CDb2627F64CF5f36F827fa0D731a86CAC4C4CaB,0.01428193,10.561553321
47a03176b1b58b9a299396cdfda3542d838a77e6f8467de3e94a64d4b16c3c51,0x28C6c06298d514Db089934071355E5743bf21d60,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0.0,10.561553321
0c8143a8dc1be38a1545317d4e0643c004c64ed54cc895e1a341c55475389722,0x935f64B44B5C48A1539C4AdA5161D27ace4205b5,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,9.459026172
286fe5588f30ab125a1a50b8835a0bc7127f3c90789a6e205eee2f1fcfa2ff0c,0x9AbC4f6f6974C701ed1E0816D3C08736aE9B7A4c,0x11445556532267a34c69eCE1222B42c90179A2d6,0.01036629514502462,10.517364959
5deebda8b0acd49b18b78d41d3cf0c97dfefde0e0fb216ca16beff80b7b0b24c,0x90b37450eF3A4e8DfB27E6C752f12a860BCad8F5,0x1CD098135b6Ee8b42F8FaD78EfEdFCa4a3C2469D,0.95,10.517364959
ea49b4ead42290dccbe82aaa6c422d978daf57a6dcbb2a1ade7e305625e2644a,0x4F8487BEA2369884c55A7c20E823610973A78f8B,0x3ca5D0c44442cC0b47c978Af8A08a084CDdbB419,0.09,10.443353321
509df98c9a22be71d18a0f42ed0fd38a28f1843d1e9ac388a569b20981673bbf,0x07cD5843d74699f69B5780876EFf93FC0Ee858b5,0xcE72bc7619D20f9D0026157084447C1e1fD2098a,0.0037656,10.443353321
769aaf89b226541304a5e94c072889e50e63d961cd42dbf3f2beeb9fc6518df9,0x51095C3315f4Bf19C747Bfc2c3B5a7448574f7bA,0x0dfB9B5bEd381D212701cB92eceC4e4b78a10259,0.0869,10.443353321
81d34e6663ba3569ecbaf70ffe98bcf340440a1c4188a65b0152f05c0c90625b,0xC94eBB328aC25b95DB0E0AA968371885Fa516215,0x0B3424e20C53F383FA1099ADB1e7FD6e8d2E03f5,0.06302727099457744,10.386485488
0fdaa09a35e1050814ff4ff05d0d4593b4bda5d51250361d19a98241f49d00ea,0xC94eBB328aC25b95DB0E0AA968371885Fa516215,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,10.234303668
f6665b90075de2b4e17ad050ce3c21cd7ee32d6175df411c3710f17af3d56f63,0xC94eBB328aC25b95DB0E0AA968371885Fa516215,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,10.234303668
29a5645a298725acb3658ad16bf188dfbf8b8d11d74efcbd0aa524355f089838,0x14CB9b0D268556cc4c056801F88CfC2B1a19cE3d,0x1318d750CdE4D9AE64FfC76803952d3ae8DFe39a,0.0004182,10.386485487
f6c7d2e8fb752da6f47c68a0bab679f58f63caa103fc064411a38b540ba19b15,0x5D92d64Aa36479560A0F1885cf19d07F402f68cC,0x9A646849DECC11392a76079BE92A65D11fB7c442,0.18029379324067502,10.386485487
51e682b15664ec787fa036bcd87b7d8af23e3b3fd2a8f33f554962f7ee4338eb,0x033534e31Ad576A354Ee2BC9aEbab3EFbE47a022,0x0000000000001fF3684f28c67538d4D072C22734,5.0,9.561553321
2503ac30cac5e8e956419e7640d533aea5c23c3a263cabd4eb7ce86abf52023d,0x264bd8291fAE1D75DB2c5F573b07faA6715997B5,0x5cC73Ff4e266c5c392c55bD4bcF57AAC4903c537,0.02934065,10.0
fc943373c9822d293cdd51415690ecd5dbe18d7ee146015d0196990d56e397f7,0x264bd8291fAE1D75DB2c5F573b07faA6715997B5,0x92CbBEe6477FE40406aFFB411404484c6AEd1dd8,0.00777022,10.0
573aff736bad407535cd7bc480f5b4377644b38c089e6276c628481ddddedbc6,0x42AE1d6A320e93f119d6f136912cfA12f0799B8A,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,9.206542971
bd0941be55c524e6083a3ae8845135cf985804fbbdbc148ebeb74dabf8b173d6,0x6d0d2d0fc514790213a8A8d107A961Bb22714945,0xF047ab4c75cebf0eB9ed34Ae2c186f3611aEAfa6,0.0,10.9
989ef477a8e9ea2398e2b78c351374df23fae2e823945f6ab7bf5090f6f1e997,0xBeC69dfcE4c1fA8b7843FEE1Ca85788d84A86B06,0x29469395eAf6f95920E59F858042f0e28D98a20B,0.0,8.905410459
055dbf21c2e1239c9698783f9f81119a989296b0f51f717efbd0da1fd4669f26,0xCb9F98DD357FbF713F1200fc25674f628a61fAd0,0xF2478a732E5232AcD0acEF5e410e230b49b35a12,0.0,10.443353321
1ef8faf380583546715353e582137a317dd58c2ae2e4a63cc7dbfd3c1789e0ff,0x6fEb58af656e07B6E09371000874d8E0810a4A27,0xb300000b72DEAEb607a12d5f54773D1C19c7028d,0.0,8.661553285
ed3402098cdd2677cebac15fc1da889736e460c72f725d77a026d205085fbdfd,0x5442feef7948775bDbc653D07eb9756d0Edddf47,0x6A000F20005980200259B80c5102003040001068,0.0,8.638611883
01dedd02147eaacb241ec054ada49fe8d3117f85dd056f916402d4310e8c5ad8,0x3247f6b66F24F672EAcF52080e0381fA45DEb307,0xAdFF171A0209503448aB003C1510a0dA506bb4BE,0.002434972797235277,9.47170799
59b4a66d87db602598db015b5e538f32b002ce09fdcf56e1704123954b95a6c2,0x151B381058f91cF871E7eA1eE83c45326F61e96D,0x9F6c52b11f4d65Ccf671939C008399241827A599,0.0308,9.47170799
b8a9900fbdd1e5aa0525c49ba1b8fba81a2da40c92b9726fd727e01a1c8f46c1,0xB32C78FD1EA10210fE6ADF1216307c7EA564123F,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0.064,10.737882642
65eefbd7d2aa9b3be939034c48f9978b7bb3c68fdcc49744d921a5469393c502,0x31Fc2cb761083A77cf218461e2072BCea0Ca35EF,0x5DD0Ba560Fa9d6A339d58921307ADFaB972032a2,0.00989,9.381445029
681d7d72a4b301b843301d4398d429d646fe1b8b5f9134d3012eb2a13147332c,0x60b6b72Cc03aC245D869419BA45C6433E3beEB79,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0.0,10.3
5f0a418c25d0301d6d3a360fee2a9a9d56f3770ad3771dd857fe8c532a97abc5,0x04e12dFc37bcBef887f644f7782FA61e4332587C,0x3c11F6265Ddec22f4d049Dde480615735f451646,0.0,9.561553321
fa80dc47a2ce8be1edbedabc1547af0ae350811b33540f9c60882af5a9cdb43d,0x57d8DBADF8665941c8435D6c86366808D93F926A,0x7D0CcAa3Fac1e5A943c5168b6CEd828691b46B36,0.01591994,10.561553321
39b4b11316bd94a087c828cf36429d0c30537ac2bbdb97481990791da8e57f17,0xE632909382D039742066F3F3d7BB1d17d86D9d0b,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,10.398975654
7bc08482a44dbfe060f5cde4680b64f7eb79afd5f3aa11e95a9a7d1cdd0704f0,0x49C107522790f4c4078b00AE7EaB0395A59D1fF6,0xB685760EBD368a891F27ae547391F4E2A289895b,0.0,9.561553321
be5827c57da112f3a0b26110a57232908de8057232e4548d763ee4fe1480daaa,0x81a59a22983ce2ef9D77424f32F2E6D802a4b29C,0x24a65DDc2949DeC27cEE9bEacFc23E4Bc86B38D8,0.0,10.3
2b870065b518073dce84f2bb6af502e5bfa8dba675888f13df384105479c203f,0xF82EF19932F5297655EF69774dE2a2AbadefDe9d,0xb2ecfE4E4D61f8790bbb9DE2D1259B9e2410CEA5,0.1299,8.611553321
9fed732e4a299685c86bb9fd13cc3fb8ef01961e55ce492c4db33d0face9ab6c,0xaA1D4F4cE8DFD9fEA7425294B9f3C18f5d2dD1B2,0x5c7BCd6E7De5423a257D81B442095A1a6ced35C5,0.315,10.737882642
29cc15fcdaf99cb715a2e4b6363420e9179211359bceefc091749e8940c46cb6,0xE75288A4c6258BE425AfC620A0b2e1d981F9bf29,0xd1b624f07a4D9B3e3746E33cb58f42dF079b5444,0.0,11.382024066
b391054625d9ab1d222c8a09f5e5449fd94f562a2d0b7dfeecd21abe8b04aefd,0xCFA5402826d018D76D0A54F74707137422D2009F,0x57921ef2Ef92A9E419353ecF165a0065ae89C361,0.0,8.661553321
411085856bb62ba465d1ce95c2e1e5d2313416765fe77790debaa7d6c145e601,0x26a83478414DCdA8a41bd1f3853B325ECF92a9C9,0x514910771AF9Ca656af840dff83E8264EcF986CA,0.0,11.229842246
7991d2fba72952a0ec65051c753f3b4d938461f3cc51597d4f0c8a347a036892,0xC67182e3376c7E51e1b156767A3b0B67257c7bF6,0x630bD9f199667FD99644AB52934c8f044eFfc384,0.0,9.561841391
bdf6382ad3c7617c6eac52c242113d2a95e020f7d7bf85977d48167906cd76c8,0x2466a804F810EE972ffCb10C7aBeCf70022e9f09,0x187fE1a8B76c60b85c00A2819152ff00Ff642386,0.05,10.398975654
ff5c484b731f182695b49997c06423fd49925d8a3ef9006d728e6765aafcaa21,0x2575B4684f9D948B6e5F084b342d24fbEB88C53b,0xdaAdf98a708890Fdd8D2Cc70C5642F68A332443B,0.02,10.370838019
3540e68de0402c63ceec57c797efaa558c4474dba24fefb803d668a715c53f81,0xD39f18Cd94806105459876b2507CABa21b21dB94,0x07951756b68427e7554AB4c9091344cB8De1Ad5a,0.0,8.611553321
55c502423be5698f4408034b355378f5b22950e4ddfafca2a8a4491dfaa4ab96,0xc0b970Be6161c29B7e3BD7BBFdee6bb58cd1Afab,0xadd39272E83895E7d3f244f696B7a25635F34234,0.0,8.655404573
406e84cdaa9396891c37c8be204d0d4babfc076ca4b5c11d68e88c4084d55daf,0x1881ad6e231a14A8Be0f9AE6f9EFd8f3CFb09919,0x1929347E025D4F5F8D6B2Bd2261e2f4EfcAcd215,0.0,9.381445029
b58a75e8b50a1eefd6b17e9b98cc89c0764d80a844e1fb5e182a9532f3934922,0x1AB4973a48dc892Cd9971ECE8e01DcC7688f8F23,0x944824290CC12F31ae18Ef51216A223Ba4063092,0.0,8.665271172
f37acef66569982da21533d86a46dc2aaa2ddd01f4d1211cee23f59c21a4b5cf,0x1AB4973a48dc892Cd9971ECE8e01DcC7688f8F23,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0.0,8.665271172
cdada440201759a3b196b80d763d77233772d0ac0739fa3bf65850014027fec0,0x1AB4973a48dc892Cd9971ECE8e01DcC7688f8F23,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,8.715271172
bf0e3cb02d969747b6b4028fc53b21e062661b4108a9eba77d4c2515086366b5,0x0F6cD8862ec544f3220d2CdfD0C30DEA880Af1E8,0xA4C377ae41b18A69669118dd1F5B0C7bd2a2EAc7,0.37217307912495406,12.0697085
04d77a7b8ab1d4c0464f7e6ef36c55a53d78fbf7c19545b965cbed18835131b0,0xB50C6B5a2656C545Da4731532E9984c2e7740bEd,0xb0a583eBd6fFD4CF9436c42aD1891132E6d83571,0.002358193842921774,12.0697085
