hash,from,to,value,gas_price
8dfc2761a2feff21eb8320602f3c3c1f90f2f361c5a3fb0d618cde5772ffe750,0xc081Bb42376A36b953A79390dC6663D6Cc4A0F49,0xF3BFB11D5c55c102380e7F10d913E4bEbeBA77AE,0.29962353612150006,12.0697085
1e78b800d3bdc98ef408494a8e1a9845934187f59381c0e6645d910735396755,0x95a2Ba8D83b79672D1DD2c462536cD5b31d47cd2,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,9.561553321
17604e45252af930dd1d88251f90febaa5b748b09251e595de3c8480b63e0bda,0x988F102735E675BAcA9f92F28F8728E6E1df1Ab1,0x63A4539e3c79ff5b6A87af013138115Df2685228,0.284944609466527,11.382024066
fd372b999639cbf27556afddae08a12eeebddadad293fa0107e34ff0339f069e,0x7415EdCB3dD79987daC1789Be39b277b98e86B75,0x2545Da60F8d085D32384664AEd720A346dd37a58,0.879135877494614,11.382024066
e39df2733b55828f139ea98afb7226c8a35ea8553d8aba390f33ae7a9628b0ec,0xe6cd6d06b59b896Af566562E3CEb82D6a0f2F36D,0xd6a97C1B077961d965A8e3F05b522ff6aDecd43c,1.689137073827845,11.382024066
a184593848ab8f5f4a30f95d96a0bfdca41dca91398bb304052f83202c7f522b,0xa377aa6822603Cc52e4e9ed6eaa045c46Ef6b3E2,0xB685760EBD368a891F27ae547391F4E2A289895b,0.0,10.190434128
46b8878b3099a44696fe1d0782b4c109a9637e19ef131ebbd7726c704e30e349,0x1F12757f6c643F62721c6bD786Bd504b5A7018c0,0x9D0cd78f32F43B1bF6745eCa1B12217773673539,0.004411638246420309,11.229842246
ea340b91329ad06498932fc93c91f2b6d2c5d7b7c432c72c5a683f207f66140f,0xfc3607d43148Eec534bC078d17b168DE4A2feb01,0x0e954171A7d4277d284f07de4769441aA9a6223B,0.007166635575584972,11.229842246
d53276ac9ed9cc96a2faa1339f20d8329205107254256ff065ea47fb84db43df,0x55Cd44143B0A74adEb093bfddb654636a221246b,0xa5F565650890fBA1824Ee0F21EbBbF660a179934,0.052,10.211632794
b5ee0a0be3d4d8b70a6e8cc8026d7d56cea1eb5c263c5bd60026e7a6a25cc268,0xeAaBCDB358339D6868B985efbeEc8E60a56B81AF,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,9.561553321
80e3e6ba663ea750a0a2c3734c3f62bd59b77c2b95d4c130b491197c9a78cd70,0xB3A8033e5bB26Efcba5ACD05965e671Da948Ca02,0x7D0CcAa3Fac1e5A943c5168b6CEd828691b46B36,0.0,8.570353321
c76e2473ac233d2d16b1269af0cf310564a42f79aafa05b36bebcef532de1d14,0x7eF454ED6E794CFfADb7C283bf5fe30c6BDb4Be1,0xa03BB55A3c5e2DA651fC4Eca1AaBac2b2c0B2cA3,1.3256085523288408,8.655404573
4cdbb3771bc9d6c3c70123d90450dbb4c2a503926a0e15c071f54944a25827fa,0x275727af3048ffF5749f731b29a265EC54291dFD,0x6131B5fae19EA4f9D964eAc0408E4408b66337b5,0.01,8.569753321
37f2483d5663e84469db6cae1eada2d22963cc6504cf165d0ff064a33a4b0422,0xf70da97812CB96acDF810712Aa562db8dfA3dbEF,0x5735b9613e3851dD106ea585fe5D41544714fD46,0.021971524177279163,10.203795931
7723f55d239d5e6a1af0078fe6ec7f00724a842a0398e7d7eaa037342fba98f3,0x6a6bEcB5ae6c86aEB4270E4d66B87338b346Cedb,0x0000000000001fF3684f28c67538d4D072C22734,0.0,8.569553321
a94495df668cf1ceb4d960eda2f76e1fac36370b2983a211f167cb97abecb3bf,0x7040C2De5fBeeE880a9664625aA2f90f5aAc4BF9,0x7627e6E1e9f269346889a69Fd810f1A346798912,0.025,9.561553321
e63785319f27e25d532da53503ce35391816c3fd60bc723d39292fdf4c1f766e,0x60c8Bd67354E74FcbE3F1eb1FE554f0Ce6111a06,0xF505B54f7414796161D2058Ee8D0277557157a7E,0.3,9.561553321
a4cbd7a97a07355f129dae48822db7e437951261f7351f8fee8cf763127774b7,0x3c244DDE53Be714e617812D2Cf0C954950b2d751,0x0000000000001fF3684f28c67538d4D072C22734,0.0,8.661553321
7ae3c4ec844fc8fd6d13613f223d3db3a5058bb551257756faae5b1130de19a3,0x886740f210b2835C743207A33c16c678E1EA9Cac,0x1111111254EEB25477B68fb85Ed929f73A960582,0.05728295342759552,8.661553321
12c1b85e9bfbfe89a959532ef7fa51c63ac733b6aa5056d66775ce956c9888e9,0x83f5150dea0b767e4d0b2FE9d27806ea03539Bc1,0x253DD57300904225762960755B7662e6ae06492d,0.010757270057425997,8.602449682
30f80828087a3fb9e08dd2181493e5496ea052ea035d8952e000b80da5d7cd22,0xc82A45435d396c594dd16170bD5ada669E18E348,0xeb9bf100225c214Efc3E7C651ebbaDcF85177607,0.003,8.565271172
c8a62764ddf854d8a76a86572860962422ca712711d5157a815aff6a04c9aecd,0xC1466a0a0e2a8BB9304823087643Fec98957a73B,0xD45884B592E316eB816199615A95C182F75dea07,0.0,8.570953321
afaf8c28fdfdcfcb9354e8f9d44450ce5cbae8dbd56fa51f39fb861deb58f122,0x069866D7fF03f3ceD096f415EAAc18807aABeAeA,0x964d05383433cAF3705E0Fc934B1Ff8058c96Bf5,0.007,8.661553321
3e239ff60e6ddf111bb9bb249d2b5e9c603953f7d466e83e7f04d7d39fa789d4,0xd92ec9016d35678C263e9743a8cc91611fB7C866,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,0.0,8.565271172
9115ab49554cf042088ad40772c59c9e00a5ccb0881927fe9fd9795a7ccb049e,0xBdc32f01644Fe6b67b5a4E474190bcf2C6A1355a,0xc9494Ff7e688873FbCc1E8b45e3903C6e0fC38be,0.404527,8.580142576
3104f05ea7aed833370c6c3ab28b4a8d7dd4b44e0b4dd52bbe5e3f3f8765076d,0x04C079bB31DEeD8391015eed8D6b625A40957058,0x6aA56e1D98b3805921C170EB4B3fe7D4Fda6D89b,0.0,8.565271172
2a6b190e3f3159efff8fe643006d8db90543cecb80f0a7b4f182117c557e33fe,0x825EbBf4de184A72C232468dB6180671e1cC5093,0xb46281327cF83c83CAF83E4E5eA9D875BA415415,0.00069,8.570353285
eeecd9531dbea2d01dda565f3ec9013c2bbdfd84c5fe7a5f38436c4978a269cb,0x777Bdc3e2c9699BfA506cb0b0F899a5B76810c95,0x636915CFa7A46692B434559b740E6AE575B4196b,0.014304170104019388,8.569553321
6a73403984522973ef9f9cf636df1d75225008b5e8eea1a136c1f1b1227f25d0,0x9C19B0497997Fe9E75862688a295168070456951,0xa70db5925d644104b0b15a2D632014DdC3e6DcFD,0.95244,8.568989023
d05d8d5730994d395a6e1bc849ac453f075957c5d101a584bfe7556e705d9ed1,0xa1AAA143aDd0afC056ad50F115cac2a4128ADf21,0xFe0c30065B384F05761f15d0CC899D4F9F9Cc0eB,0.0,8.611553321
a81a873518b0f759785ccb8ca198d276112a714147c90c2075a975db52022f48,0x016606Acc6B0cFE537acc221e3bf1bb44B4049Ee,0x1DDCE2CCc41Da605dD708B3A68d3111bD04505bF,0.0989514785008,8.567130097
93503d1ecc3f2a1fc4b5ee76663768620d10a0a55e807dd74806c922454f43ee,0xfffCeb755439Ac0144783170239a82004C066dAf,0x46A887CCA94FE4d5404c68F74dD5fcb9eBB8151D,0.0384,8.567130097
0e01b817f8d7c47617870470a402f1fd84954956983c071e8228645b56e2efb1,0x1F65bA437fb6e7535C2D4d27D37Cc2AFab9f854F,0x7CA99dC73B06E2B4Cdc7bB145026A0c6d94C897d,0.03,8.661553321
dfd4d343f802b25775d79e6e02615bac687e361c8b2e8cb5585373752e5b5527,0xB4bB9d772D400285B8E8f0C8830C15e87014ea74,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,8.611553321
e3db3e593dfe2ce0c2d120afa6bbf6ef971285243edb0cbb764a633da898a10e,0xB4bB9d772D400285B8E8f0C8830C15e87014ea74,0x6B175474E89094C44Da98b954EedeAC495271d0F,0.0,8.611553321
f1fe780e76ad8734b5973a8ca1d3879212bb73b97445c3fb46d27a04f1317fa6,0xB4bB9d772D400285B8E8f0C8830C15e87014ea74,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,8.611553321
12ce2920f0a5fabce7537220c2e1268b76b6e1e5033ef7b3169f70a61d50d776,0xF3067321ddbCa82EfCBA522B8412d9269461972D,0xc62d3d5059a4d39f4D081e2E273b8aFa700243bc,0.09256,8.565271172
a7ac5d3e4e01cfb7c20597d10a0704e523e9673851a10f2faefabc6ee3bf65bf,0x05D8050899Ce3FAad5FA055FF50e71dEE8A34CCF,0xab05AfBf3BC5B9ef7C68c934401EFD05301DcBC7,0.0292947,8.565271172
ff5b2a4304e1505c9359db31f2f57adde0d85e8293f3ea4795b59157c9a753f3,0xd2674dA94285660c9b2353131bef2d8211369A4B,0x5a8B851FD7B28d3cd1F9C8Ff6Dc990f6119690f7,0.9540392,8.565271172
6fc891b2ed0d779ea015025c7807befd535b68fdafa67106874e10b6de615e50,0xd2674dA94285660c9b2353131bef2d8211369A4B,0xa948eE6C2E283a5Aef227b2dcC62af8F2d1d7aCE,0.0123771,8.565271172
abca09a34386cfdc264bcb73e9564b3dcba9d2bf7655c87f3e70db2553fd6f36,0x77A9Dbf35710C29C443B282FBA369f5FD438a45a,0xDFaa75323fB721e5f29D43859390f62Cc4B600b8,0.009248107951137,8.565271172
93516c666a9c38e909ba93a3139442957e33ce2090aeda648015c55465991911,0x6c13C9C18fC43c804597Fa33a7bD62Ed13dC7D63,0x1E60f4eB916902B754E35a4A2Ee887d7983a8389,0.01229,10.561553321
6c956896162ad86a81a318622eb7e45a1ec55388e47062e02369204f2811297b,0x3bBAc686A7900B12B398FDE5Eb26f4fA39abE133,0x8CC51c532f5A71210D19d87D3d8a1E6F50AD583c,0.02863,10.561553321
2d3b666c731ab513ee75f03274aa0b7bf3abbef29dec7abf47790c0e03c4ad08,0xD712b92E2946c5FBF18cF1e51aFAA0CE9f7f3b27,0x1Bbe973BeF3a977Fc51CbED703E8ffDEfE001Fed,0.0,14.281592629
16253ff647a425482d2b057989c5664cd566d62cdb27b7c4ee1d362597e10d7e,0xad6eaa735D9dF3D7696fd03984379dAE02eD8862,0x514910771AF9Ca656af840dff83E8264EcF986CA,0.0,9.213370617
9f3e2d0801d3ff855b4005b0ecd8531a85931dd1ca1c33170d8c2ec6a4527173,0x6C96A1D2d9a6Ef2226eBfb4eb6b2a30F5007Cb38,0xDB5cbb91120539bDF2cbA73b1f56eF9b4F289935,3.5,8.570453285
ca1e7fea15f7d2d5b8648785bcadba4405a76407315abca6a128ed06fe5fec5f,0x1f20e5bde3D19abF4E3061C43707c899AE93f987,0x428F2C947D3981152CdE991D2Ac5800885A7B7aA,0.0035,8.611553321
01733ebf64eb2011a285a325d923b0c989d98b01f9f3f139bd0aa6e7570be8de,0xd0a483aF23937A1d0723d9683B7942e108c4F7A7,0x5Dd26405E09252D1a04c88723eFAA35D1DdCdb57,1.0,8.611553321
b0086cc992c7e61deafc1592e0b3aa03eacdfe90301da4bec0c53afef52ee0ab,0x52ee324F2bCD0c5363d713eb9f62D1eE47266ac1,0x9BE0c82d5bA973a9e6861695626D4F9983e80C88,0.0,12.561553321
bd450e7ef16d529465efe7a51c446028f6cb3dbdfdaa226ca066e09df4147062,0xc89617AA66cbbd5350038B5023e63a046bB483ce,0x4e35161c4671B8b2fa4BaF338A653F1dF45bd95E,0.0,10.996506236
ad7a53ed63995e1d737d5b3519ee08b7e79124892375d3656a65ae194afaf37c,0xf1f8a591ada85B1014c63D0aBba0EaefEc4285b1,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0.0,10.501553321
e1860e0a98809092b596d8c16e6e6abf55eb3a53d6d3209f57ca510973744a3e,0x4838B106FCe9647Bdf1E7877BF73cE8B0BAD5f97,0x388C818CA8B9251b393131C08a736A67ccB19297,0.02512385813847959,8.561553321
